Attaching to zammad_zammad-scheduler_1
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:43:33.503242 #1-46965918672320]  INFO -- : Running job thread for 'Import OTRS diff load' (Import::OTRS.diff_worker) status is: sleep
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.463489 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Finished import for fingerprint f62a848e374fca8b4452d9cb39f63176add7f32a8d65ad9f400d09f77f880598 (image-1.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.464645 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Starting import for fingerprint 93d2ff59fadf61d6a2cd64959c0f4e41a71beb5ec42ad6e00c3c6fc06ad17202 (image.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.551421 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Finished import for fingerprint 93d2ff59fadf61d6a2cd64959c0f4e41a71beb5ec42ad6e00c3c6fc06ad17202 (image.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.552690 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Starting import for fingerprint 99c2917ee5b2a01459a923bdd1c676f15ee73b62b87f696e6735312d26f51e12 (Outlook-airmax_cer.gif)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.574154 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Finished import for fingerprint 99c2917ee5b2a01459a923bdd1c676f15ee73b62b87f696e6735312d26f51e12 (Outlook-airmax_cer.gif)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.575127 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Starting import for fingerprint 99c2917ee5b2a01459a923bdd1c676f15ee73b62b87f696e6735312d26f51e12 (Outlook-amdaq2tq.gif)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.615209 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Finished import for fingerprint 99c2917ee5b2a01459a923bdd1c676f15ee73b62b87f696e6735312d26f51e12 (Outlook-amdaq2tq.gif)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.616183 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Starting import for fingerprint 99c2917ee5b2a01459a923bdd1c676f15ee73b62b87f696e6735312d26f51e12 (Outlook-ccda_large.gif)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.673368 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Finished import for fingerprint 99c2917ee5b2a01459a923bdd1c676f15ee73b62b87f696e6735312d26f51e12 (Outlook-ccda_large.gif)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.674494 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Starting import for fingerprint 99c2917ee5b2a01459a923bdd1c676f15ee73b62b87f696e6735312d26f51e12 (Outlook-cirrus_tm_.gif)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.751716 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Finished import for fingerprint 99c2917ee5b2a01459a923bdd1c676f15ee73b62b87f696e6735312d26f51e12 (Outlook-cirrus_tm_.gif)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.752925 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Starting import for fingerprint 99c2917ee5b2a01459a923bdd1c676f15ee73b62b87f696e6735312d26f51e12 (Outlook-Cisco_CCNA.gif)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.800612 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Finished import for fingerprint 99c2917ee5b2a01459a923bdd1c676f15ee73b62b87f696e6735312d26f51e12 (Outlook-Cisco_CCNA.gif)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.800837 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Starting import for fingerprint 99c2917ee5b2a01459a923bdd1c676f15ee73b62b87f696e6735312d26f51e12 (Outlook-drrjtv1e.gif)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:19.807106 #1-47258107502140]  INFO -- : thread#-: Ticket 19212, Article 160292 - Finished import for fingerprint 99c2917ee5b2a01459a923bdd1c676f15ee73b62b87f696e6735312d26f51e12 (Outlook-drrjtv1e.gif)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.417372 #1-47258107502140]  INFO -- : thread#-: update Ticket.find_by(id: 19527)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.515064 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: bde8fd9c-60f8-4b8f-a19e-c2fec9cb133e) to DelayedJob(default) with arguments: "Ticket", 19527
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.559051 #1-47258107502140]  INFO -- : thread#-: add Ticket::Article.find_by(id: 160311)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.629772 #1-47258107502140]  INFO -- : Won't enqueue SearchIndexJob (Job ID: 18b38756-d277-43df-883a-176d3b9bea92) because of already existing job with lock key 'SearchIndexJob/Ticket/19527'.
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.630629 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: 18b38756-d277-43df-883a-176d3b9bea92) to DelayedJob(default) with arguments: "Ticket", 19527
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.649975 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Starting import for fingerprint b86b767ebfaeef325fec8fd19ca361730d477aaad63bc789078d784295075004 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.750031 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Finished import for fingerprint b86b767ebfaeef325fec8fd19ca361730d477aaad63bc789078d784295075004 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.750877 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Starting import for fingerprint 97e34a2faffd6815a7192e14bfb4fd69598b88a62f50eb1f7b82008bf73615f8 (image001.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.797048 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Finished import for fingerprint 97e34a2faffd6815a7192e14bfb4fd69598b88a62f50eb1f7b82008bf73615f8 (image001.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.797827 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Starting import for fingerprint 6b75697468b7208877db9785df629014ca12e176ca8be4f89e792154311de01b (image002.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.839501 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Finished import for fingerprint 6b75697468b7208877db9785df629014ca12e176ca8be4f89e792154311de01b (image002.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.840296 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Starting import for fingerprint ba0f233787d3fad2bd9ac33f3deccb593f63a1c91f3c779ba0280dfd76182124 (image003.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.862275 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Finished import for fingerprint ba0f233787d3fad2bd9ac33f3deccb593f63a1c91f3c779ba0280dfd76182124 (image003.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.872441 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Starting import for fingerprint fcb71cdd3160636557b773bcdba3fad2d918fd8b9243783eb6a6c83d09ea7ac8 (image007.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.918684 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Finished import for fingerprint fcb71cdd3160636557b773bcdba3fad2d918fd8b9243783eb6a6c83d09ea7ac8 (image007.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.919617 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Starting import for fingerprint 16a31b718cdcd59672b6d4041e61b9afc5e7ec115c1e267de026998164cec22e (image008.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.934549 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Finished import for fingerprint 16a31b718cdcd59672b6d4041e61b9afc5e7ec115c1e267de026998164cec22e (image008.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.935282 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Starting import for fingerprint fcb71cdd3160636557b773bcdba3fad2d918fd8b9243783eb6a6c83d09ea7ac8 (image009.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.951430 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Finished import for fingerprint fcb71cdd3160636557b773bcdba3fad2d918fd8b9243783eb6a6c83d09ea7ac8 (image009.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:20.952130 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Starting import for fingerprint 27f04d12ad07f9d8f39191535af25c358ed7302f7821c841a0e9d797894e5d6e (image010.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:21.023427 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160311 - Finished import for fingerprint 27f04d12ad07f9d8f39191535af25c358ed7302f7821c841a0e9d797894e5d6e (image010.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:21.033832 #1-47258107502140]  INFO -- : thread#-: add Ticket::Article.find_by(id: 160312)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:21.115045 #1-47258107502140]  INFO -- : Won't enqueue SearchIndexJob (Job ID: 49109847-14df-486f-9506-c91c03e5c1d6) because of already existing job with lock key 'SearchIndexJob/Ticket/19527'.
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:21.115956 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: 49109847-14df-486f-9506-c91c03e5c1d6) to DelayedJob(default) with arguments: "Ticket", 19527
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:21.150572 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160312 - Starting import for fingerprint b62bbda6ecc65f986e60681f3f25b376d024b3ef0364c5734057dd5eee86044b (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:21.225527 #1-47258107502140]  INFO -- : thread#-: Ticket 19527, Article 160312 - Finished import for fingerprint b62bbda6ecc65f986e60681f3f25b376d024b3ef0364c5734057dd5eee86044b (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:21.389076 #1-47258107502140]  INFO -- : thread#-: update Ticket.find_by(id: 19726)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:21.606515 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: 7cb6ebc1-6d62-4dd5-bf72-e0ec77ea7980) to DelayedJob(default) with arguments: "Ticket", 19726
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:21.653093 #1-47258107502140]  INFO -- : thread#-: add Ticket::Article.find_by(id: 160301)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:21.860281 #1-47258107502140]  INFO -- : Won't enqueue SearchIndexJob (Job ID: df284c06-63fb-4083-9f3b-82354c6d974a) because of already existing job with lock key 'SearchIndexJob/Ticket/19726'.
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:21.861785 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: df284c06-63fb-4083-9f3b-82354c6d974a) to DelayedJob(default) with arguments: "Ticket", 19726
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:21.888253 #1-47258107502140]  INFO -- : thread#-: Ticket 19726, Article 160301 - Starting import for fingerprint c3d969b467095c21eec2114149d1631d783d0f3972104ebcefa7ee0c8d667bb0 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:21.998428 #1-47258107502140]  INFO -- : thread#-: Ticket 19726, Article 160301 - Finished import for fingerprint c3d969b467095c21eec2114149d1631d783d0f3972104ebcefa7ee0c8d667bb0 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.027103 #1-47258107502140]  INFO -- : thread#-: add Ticket::Article.find_by(id: 160302)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.158066 #1-47258107502140]  INFO -- : Won't enqueue SearchIndexJob (Job ID: 6846deab-e48f-4744-a71f-e1996c95fa25) because of already existing job with lock key 'SearchIndexJob/Ticket/19726'.
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.160601 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: 6846deab-e48f-4744-a71f-e1996c95fa25) to DelayedJob(default) with arguments: "Ticket", 19726
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.233226 #1-47258107502140]  INFO -- : thread#-: Ticket 19726, Article 160302 - Starting import for fingerprint aeac0f13884a9282ca96680ad5f190cb4e155761ec25c74e5a41cee74c4030c2 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.308509 #1-47258107502140]  INFO -- : thread#-: Ticket 19726, Article 160302 - Finished import for fingerprint aeac0f13884a9282ca96680ad5f190cb4e155761ec25c74e5a41cee74c4030c2 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.413190 #1-47258107502140]  INFO -- : thread#-: update Ticket.find_by(id: 20618)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.539656 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: 2d63f4b0-4687-4006-b51f-0467a99c403e) to DelayedJob(default) with arguments: "Ticket", 20618
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.579574 #1-47258107502140]  INFO -- : thread#-: add Ticket::Article.find_by(id: 160314)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.613962 #1-47258107502140]  INFO -- : Won't enqueue SearchIndexJob (Job ID: 5691305f-d132-405b-9b50-82ce3f56cc99) because of already existing job with lock key 'SearchIndexJob/Ticket/20618'.
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.614788 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: 5691305f-d132-405b-9b50-82ce3f56cc99) to DelayedJob(default) with arguments: "Ticket", 20618
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.645896 #1-47258107502140]  INFO -- : thread#-: Ticket 20618, Article 160314 - Starting import for fingerprint 357ba3c6ea69e42c589692a61f08be769528517b1f942ad29ce04aa6a0475454 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.680537 #1-47258107502140]  INFO -- : thread#-: Ticket 20618, Article 160314 - Finished import for fingerprint 357ba3c6ea69e42c589692a61f08be769528517b1f942ad29ce04aa6a0475454 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.692976 #1-47258107502140]  INFO -- : thread#-: add Ticket::Article.find_by(id: 160315)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.746940 #1-47258107502140]  INFO -- : Won't enqueue SearchIndexJob (Job ID: 68d9c259-87b8-4274-8cda-55360e2587fa) because of already existing job with lock key 'SearchIndexJob/Ticket/20618'.
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.755242 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: 68d9c259-87b8-4274-8cda-55360e2587fa) to DelayedJob(default) with arguments: "Ticket", 20618
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.777015 #1-47258107502140]  INFO -- : thread#-: Ticket 20618, Article 160315 - Starting import for fingerprint 8bae2d3255dff5e95d89504b7cb7fbe3691ec813b8a7785c391b36989044ab53 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.853294 #1-47258107502140]  INFO -- : thread#-: Ticket 20618, Article 160315 - Finished import for fingerprint 8bae2d3255dff5e95d89504b7cb7fbe3691ec813b8a7785c391b36989044ab53 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:22.970232 #1-47258107502140]  INFO -- : thread#-: update Ticket.find_by(id: 20642)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.111255 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: 50d269af-3956-45b0-99b3-3f54412c264b) to DelayedJob(default) with arguments: "Ticket", 20642
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.151395 #1-47258107502140]  INFO -- : thread#-: add Ticket::Article.find_by(id: 160316)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.200235 #1-47258107502140]  INFO -- : Won't enqueue SearchIndexJob (Job ID: 41b31fab-5e4d-4dde-b294-e154ddb86c52) because of already existing job with lock key 'SearchIndexJob/Ticket/20642'.
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.201031 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: 41b31fab-5e4d-4dde-b294-e154ddb86c52) to DelayedJob(default) with arguments: "Ticket", 20642
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.219557 #1-47258107502140]  INFO -- : thread#-: Ticket 20642, Article 160316 - Starting import for fingerprint 9ca73829ab30a5a58b383b7c618bc766051953c93028583b1a7fd5d91c59a468 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.306407 #1-47258107502140]  INFO -- : thread#-: Ticket 20642, Article 160316 - Finished import for fingerprint 9ca73829ab30a5a58b383b7c618bc766051953c93028583b1a7fd5d91c59a468 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.354854 #1-47258107502140]  INFO -- : thread#-: update Ticket.find_by(id: 21141)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.439042 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: e011618e-5126-418a-99a0-0521f5fc2c8b) to DelayedJob(default) with arguments: "Ticket", 21141
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.446987 #1-47258107502140]  INFO -- : thread#-: add Ticket::Article.find_by(id: 160320)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.546769 #1-47258107502140]  INFO -- : Won't enqueue SearchIndexJob (Job ID: e9ff1b5a-525a-4d52-a0c1-111385412169) because of already existing job with lock key 'SearchIndexJob/Ticket/21141'.
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.547659 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: e9ff1b5a-525a-4d52-a0c1-111385412169) to DelayedJob(default) with arguments: "Ticket", 21141
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.563562 #1-47258107502140]  INFO -- : thread#-: Ticket 21141, Article 160320 - Starting import for fingerprint 6a0225de6f53f255718680c8da640d986e7f0a97ca90b3db7c85ec35f506be48 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.612307 #1-47258107502140]  INFO -- : thread#-: Ticket 21141, Article 160320 - Finished import for fingerprint 6a0225de6f53f255718680c8da640d986e7f0a97ca90b3db7c85ec35f506be48 (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.655404 #1-47258107502140]  INFO -- : thread#-: update Ticket.find_by(id: 21356)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.708584 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: 32ae1c4a-6ba5-4e10-8008-1cc002221da1) to DelayedJob(default) with arguments: "Ticket", 21356
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.738940 #1-47258107502140]  INFO -- : thread#-: add Ticket::Article.find_by(id: 160299)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.866837 #1-47258107502140]  INFO -- : Won't enqueue SearchIndexJob (Job ID: 54683191-22e2-4375-8662-0237f1ccf841) because of already existing job with lock key 'SearchIndexJob/Ticket/21356'.
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.867681 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: 54683191-22e2-4375-8662-0237f1ccf841) to DelayedJob(default) with arguments: "Ticket", 21356
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.881905 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Starting import for fingerprint d0cb26a8062d816abe1205ddd157ffa639e7fd9c18e0d38e3a9d826aec7ac82a (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:23.973570 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Finished import for fingerprint d0cb26a8062d816abe1205ddd157ffa639e7fd9c18e0d38e3a9d826aec7ac82a (file-2)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.007935 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Starting import for fingerprint 9c81de5b0c1ea1e6a5474afd0a0d519cde1d3569bf8a5a4b13c0f0dafd3cabcf (image012.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.023078 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Finished import for fingerprint 9c81de5b0c1ea1e6a5474afd0a0d519cde1d3569bf8a5a4b13c0f0dafd3cabcf (image012.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.023652 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Starting import for fingerprint c0958041b62b600476309ead8aeb1fd19f817bcdfa39063e42468d619cbecbdb (image001.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.068554 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Finished import for fingerprint c0958041b62b600476309ead8aeb1fd19f817bcdfa39063e42468d619cbecbdb (image001.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.069306 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Starting import for fingerprint 57ac5a149584f7de15409d9121fcfbc6e4a55f7fcb29566ae80e885fef97d03d (image002.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.100750 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Finished import for fingerprint 57ac5a149584f7de15409d9121fcfbc6e4a55f7fcb29566ae80e885fef97d03d (image002.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.102211 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Starting import for fingerprint 721e5c7e74754c6d87bc71bfc646c599368c8e9ceaf34d81479186840b88bdd6 (image003.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.116835 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Finished import for fingerprint 721e5c7e74754c6d87bc71bfc646c599368c8e9ceaf34d81479186840b88bdd6 (image003.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.124599 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Starting import for fingerprint e4c587f22547f7a68a55c7aebf7e2b38ca02cd524da6fe7ae29c766e1ad12d12 (image007.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.147434 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Finished import for fingerprint e4c587f22547f7a68a55c7aebf7e2b38ca02cd524da6fe7ae29c766e1ad12d12 (image007.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.148069 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Starting import for fingerprint a014f3e1c38c14fe6117bfd0ff70811a4ee21a210fa6adc33883a98ff367c89a (image008.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.162724 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Finished import for fingerprint a014f3e1c38c14fe6117bfd0ff70811a4ee21a210fa6adc33883a98ff367c89a (image008.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.165168 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Starting import for fingerprint ddb324d8f257a6ea660ce79862d5015252c8dc7650c9604c0a1b780d5f626dea (image009.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.220152 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Finished import for fingerprint ddb324d8f257a6ea660ce79862d5015252c8dc7650c9604c0a1b780d5f626dea (image009.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.220994 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Starting import for fingerprint 62177744174fa03fe6541e8dcb3b098ad7df6e57bd59b2b492c6314a0700f044 (image010.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.235190 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Finished import for fingerprint 62177744174fa03fe6541e8dcb3b098ad7df6e57bd59b2b492c6314a0700f044 (image010.png)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.243848 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Starting import for fingerprint e446509eccd85d59abf6c84514a6af0c2822bbd2989b8bbc12635b3e2183a51e (image011.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.251783 #1-47258107502140]  INFO -- : thread#-: Ticket 21356, Article 160299 - Finished import for fingerprint e446509eccd85d59abf6c84514a6af0c2822bbd2989b8bbc12635b3e2183a51e (image011.jpg)... Queue: [].
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.294643 #1-47258107502140]  INFO -- : thread#-: update Ticket.find_by(id: 21939)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.414875 #1-47258107502140]  INFO -- : Enqueued SearchIndexJob (Job ID: df6d4b15-9986-4a92-884d-b7a25b72e074) to DelayedJob(default) with arguments: "Ticket", 21939
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.436799 #1-47258107502140]  INFO -- : thread#-: add Ticket::Article.find_by(id: 160313)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T06:19:24.483830 #1-47258107502140]  INFO -- : Won't enqueue SearchIndexJob (Job ID: eeb482b1-b5c1-41b3-8511-58f4f24045ba) because of already existing job with lock key 'SearchIndexJob/Ticket/21939'.
